,Adsorbent,D_H2(m^2/s),D_N2(m^2/s),P_H2(bar),P_N2(bar),q_H2(mol/kg),q_N2(mol/kg),Density(kg ads/m^3),a_H2(mol/(mm^2 bar s)),a_N2(mol/(mm^2 bar s)),P_H2(Barrer),P_N2(Barrer),Pu_ret_0.7,Pu_perm_0.7
1174,ESAROH_clean,1.18e-08,2.52e-09,6,2,3.046641371,0.271177822,1367.555102,1.0925357648961962e-09,6.230290315625845e-11,241000.53637416093,13743.287460939364,0.7236025263295341,0.9787954809733452
1175,ESARUN_clean,2.62e-08,6.67e-09,6,2,6.046002389,0.366543449,1142.252351,4.020861857916799e-09,1.8617531507648025e-10,886954.821599294,41068.08420804712,0.623183548071159,0.9786331784752419
1176,ESASAU_clean,2.04e-08,7.58e-09,6,2,3.040261937,0.173199309,1377.132237,1.8980353674729327e-09,1.2053127380154561e-10,418684.2722366763,26587.78098563506,0.7013207969569626,0.9752210148294772
1177,ESASEY_clean,1.5e-08,6.72e-09,6,2,3.344845823,0.383817287,1284.767573,1.4324498166916326e-09,2.2091596992390666e-10,315981.57721138955,48731.46395380294,0.7182459732985577,0.9444430182970536
1178,ESEBOV_clean,8.74e-08,1.58e-08,6,2,9.297352109,1.991082257,432.1876534,7.804238869285884e-09,9.064156306927633e-10,1721523.2799895334,199944.62441752132,0.4191685790906399,0.9295614685903549
1179,ESEDIQ_clean,3.15e-08,6.31e-09,6,2,14.8110049,0.95767233,834.5651783,8.652524261619473e-09,3.362136177651187e-10,1908645.057710178,74164.76862465854,0.3437304731473574,0.9715049731456484
1180,ESEHIV_clean,3.92e-08,7.88e-09,6,2,4.391337139,0.372575099,1242.764317,4.753999251787332e-09,2.432414361937831e-10,1048676.3055413233,53656.19916039333,0.5903638511377556,0.9750126410470795
1181,ESEQUO_clean,1.73e-08,4.34e-09,6,2,9.822734277,0.190037571,1170.483651,4.420092286948499e-09,6.435811170010884e-11,975020.35741511,14196.642286788714,0.6006993562461165,0.9928574160805609
1182,ESEVIH_clean,1.16e-07,2.06e-08,6,2,8.686689211,0.060903498,1516.411715,3.395602855463206e-08,1.2683389491630594e-10,7490300.416462954,27978.065055067484,0.04938966465978353,0.9827520191691608
1183,ESIFET_clean,4.75e-08,1.03e-08,6,2,3.430861833,0.130999938,1425.321242,5.161751373883176e-09,1.2821233610803035e-10,1138621.626591877,28282.132965006695,0.5653966915309452,0.987106234953489
1184,ESIGES_clean,2.83e-08,9.51e-09,6,2,8.336417469,0.143682609,1290.561031,6.76599891819967e-09,1.1756336558895146e-10,1492499.7613675743,25933.095350503998,0.4699135641439227,0.9893591817632362
1185,ESIGES01_clean,2.93e-08,9.91e-09,6,2,8.509977126,0.145664784,1282.536602,7.106459208576413e-09,1.234260222323348e-10,1567601.2960095028,27226.328433603263,0.4476499683582823,0.9889735665649233
1186,ESIGES02_clean,3.09e-08,9.2e-09,6,2,8.301011081,0.141881214,1285.516665,7.327480482269614e-09,1.1186627456242456e-10,1616355.9887359443,24676.384094652476,0.43244424869598436,0.990048042082196
1187,ESIWAF_clean,1.71e-08,3.46e-09,6,2,1.922904265,0.483814926,1654.92128,1.2092569712694786e-09,1.846891755667885e-10,266747.8613094438,40740.259316203344,0.7236316711675713,0.9456129962998608
1188,ESURER_clean,5.77e-08,1.69e-08,6,2,6.7092267,0.173400704,1393.295352,1.1986129189582713e-08,2.722008582728467e-10,2643999.085937363,60044.30697195147,0.1442462933546651,0.9746861524041041
1189,ESURER01_clean,5.59e-08,1.55e-08,6,2,6.562775207,0.17976867,1404.96303,1.145385601306644e-08,2.609872798123458e-10,2526585.885235244,57570.72348801745,0.16775882776987708,0.9761440609901346
1190,ESURER02_clean,5.74e-08,1.55e-08,6,2,6.521982704,0.184590242,1408.977079,1.1721493458029853e-08,2.6875286731789855e-10,2585623.55691835,59283.720731889385,0.15545063257069044,0.9752300753665629
1191,ESURER03_clean,5.87e-08,1.43e-08,6,2,6.561877595,0.185224693,1409.88057,1.2068020457632185e-08,2.4895794327681904e-10,2662063.336242394,54917.19336988655,0.14128300381727424,0.9767077808085253
1192,ESURER04_clean,5.64e-08,1.75e-08,6,2,6.963313493,0.159378933,1365.374937,1.1916108931342877e-08,2.5388066737133597e-10,2628553.4407373993,56003.08839073588,0.1473415457279732,0.9763916368074071
1193,ESUSAO_clean,4.12e-08,1.02e-08,6,2,6.391664347,0.200379011,1430.164226,8.36921207510171e-09,1.9487092735795318e-10,1846149.7224489064,42986.23397601908,0.36159737413487,0.9831218237701848
1194,ESUSAO01_clean,4.01e-08,1.05e-08,6,2,6.30024252,0.197273194,1431.464027,8.036548404513529e-09,1.9767263649167458e-10,1772768.030407396,43604.258049634096,0.38526858049472684,0.9828613880241748
1195,ESUSIW_clean,5.41e-08,1.52e-08,6,2,6.465638973,0.155374201,1392.023907,1.0820389549390642e-08,2.1916839702066362e-10,2386850.6358949943,48345.96993102874,0.2006418650664943,0.9802629862635469
1196,ESUSOC_clean,4.81e-08,1.4e-08,6,2,7.149566945,0.15252894,1364.432231,1.042711754834122e-08,1.942410417698475e-10,2300099.4591929163,42847.28862570165,0.22330884123417455,0.9826457147420885
1197,ESUSOC01_clean,5.65e-08,1.53e-08,6,2,7.048450732,0.138974865,1363.505989,1.2066648231629312e-08,1.9328292196292587e-10,2661760.6393299955,42635.938668292474,0.14205634136926681,0.9817831517229033
1198,ESUSOC02_clean,6.03e-08,1.83e-08,6,2,6.95049071,0.137781523,1367.998863,1.2741072940686569e-08,2.2995165950381813e-10,2810530.7957396843,50724.63077290106,0.11794147175718966,0.9778994610858296
1199,ESUTAP_clean,5.95e-08,1.62e-08,6,2,7.19859733,0.143546955,1373.466058,1.3072849585086295e-08,2.1292942005549367e-10,2883716.820239624,46969.72501224125,0.10852996408427937,0.9792423052593514
1200,ESUTIX_clean,5.2e-08,1.55e-08,6,2,7.050960312,0.138917543,1353.385097,1.1027079100034714e-08,1.9427589682165854e-10,2432443.9191253046,42854.97724007174,0.1896819554804548,0.9823294451423755
1201,ESUVAR_clean,3.85e-08,1.02e-08,6,2,6.118303861,0.255835553,1470.629676,7.698082892304916e-09,2.558427623640162e-10,1698106.5203613786,56435.903462650625,0.4105176767717675,0.9779425705819617
1202,ESUVAR01_clean,3.13e-08,7.1e-09,6,2,5.537283417,0.383403317,1549.269867,5.966994678573397e-09,2.811577308096825e-10,1316248.8261558963,62020.087678606425,0.5249869488150953,0.9742264959571229
1203,ESUVOF_clean,6.51e-08,1.77e-08,6,2,6.990254888,0.183785127,1384.837819,1.4004267635582572e-08,3.0032486143839527e-10,3089176.684319685,66248.13119964601,0.08620704885961587,0.9700675154391718
1204,ETAXUT_clean,2.45e-08,4.39e-09,6,2,7.111701678,1.521978385,721.5276596,2.793702043417066e-09,3.213917542785852e-10,616257.8036949411,70895.2399143938,0.6769945505717397,0.9539173782943371
1205,ETEKEU_clean,9.91e-08,2.11e-08,6,2,12.98499178,0.16556617,1162.553356,3.324418679895149e-08,2.7075450591348355e-10,7333276.499768711,59725.258657386075,0.04872420634545173,0.9640614373630354
1206,ETEPID_clean,1.46e-08,2.78e-09,6,2,7.203066653,0.584565183,1105.360443,2.583221782648259e-09,1.1975410256055014e-10,569828.3344077042,26416.346153062528,0.6783748722630406,0.9808258740655885
1207,ETESIG_clean,1.35e-08,2.43e-09,6,2,4.441621375,0.564070965,1348.028824,1.7962300916383537e-09,1.2318219497544224e-10,396227.2260966957,27172.54300928873,0.7045866353007519,0.9735000282261296
1208,ETEXEI_clean,2.24e-08,3.82e-09,6,2,3.738003719,0.396328326,1526.712753,2.840747067727012e-09,1.5409358179833897e-10,626635.3825868409,33991.23127904536,0.6701269844836827,0.9772689578266381
1209,ETEXEI01_clean,2.44e-08,3.63e-09,6,2,3.759485053,0.39685843,1514.122076,3.086502027568882e-09,1.4541589059814758e-10,680846.0354931357,32077.034690767847,0.6606118480825768,0.9797936442516868
1210,ETIPII_clean,1.07e-08,2.44e-09,6,2,7.00868436,1.27986202,1336.157645,2.2267192649414103e-09,2.781758474044179e-10,491188.0731488405,61362.319280386306,0.6952892463148902,0.9520473049702265
1211,ETIXAI_clean,2.04e-08,3.39e-09,6,2,4.356383646,0.780334621,1216.924838,2.403297463079062e-09,2.146115395876449e-10,530139.1462674402,47340.78079139225,0.6874835839748815,0.9645461599170189
1212,ETIXIQ_clean,2.79e-08,7.14e-09,6,2,5.028769139,0.409181095,848.3884109,2.6451366643438867e-09,1.6524078150370907e-10,583486.0288993868,36450.17239052406,0.6775587845275894,0.974331856423252
1213,ETIXOW_clean,3.32e-08,1.27e-08,6,2,7.302150607,0.667902208,1580.206352,8.513147521001696e-09,8.935917371516401e-10,1877900.1884562564,197115.8243716853,0.36391120401045907,0.9304489988006319
1214,ETIYEN_clean,3.46e-08,1.3e-08,6,2,7.729997551,0.605171766,1463.598855,8.698913300932346e-09,7.676315432898043e-10,1918877.934029194,169330.487490398,0.34726076373624115,0.939040231670317
1215,ETUXEW_clean,1.52e-08,3.76e-09,6,2,4.794887775,0.562314214,1767.7712,2.8630937920295915e-09,2.491734134635325e-10,631564.807065351,54964.72355813216,0.6722405291873542,0.9642992794541613
1216,EVADEK_clean,9.76e-09,3.19e-09,6,2,4.60114076,0.519165371,2080.9322,2.0766377949056172e-09,2.2975399473786134e-10,458081.8665232979,50681.028250998825,0.6987726975124346,0.9575597338968624
1217,EVADIO_clean,8.61e-09,2.42e-09,6,2,4.406034328,0.662913796,2179.874479,1.8376804749025792e-09,2.331377769959559e-10,405370.692993216,51427.45080793145,0.7064301547679687,0.9525001852296104
1218,EVAKIV_clean,3.78e-08,1.1e-08,6,2,2.394286696,0.470604648,730.2225809,1.4686242568768295e-09,2.520071698071371e-10,323961.2331345947,55589.816869221424,0.7180467542351856,0.9386302961837557
1219,EVEGIV_clean,1.47e-08,6.28e-10,6,2,2.411192176,0.73593185,1312.270735,1.0336180634817515e-09,4.043239127050063e-11,228003.9845915628,8918.909839081021,0.7246488412622469,0.9853694507819916
1220,EVEGOB_clean,3.42e-08,9.76e-10,6,2,2.656806353,0.660337255,1282.502412,2.5895940225139616e-09,5.5103926889097066e-11,571233.9755545504,12155.277990242,0.6761842060032309,0.9910412737356563
1221,EVEGUH_clean,2.82e-08,1.19e-09,6,2,2.704511678,0.631178627,1288.092134,2.1830937370789096e-09,6.449928715061786e-11,481564.7949438771,14227.78393028335,0.6904464840728148,0.9879903640489104
1222,EVIMUT_clean,6.9e-08,1.27e-08,6,2,0.839956628,3.598844729,989.4153243,1.2743011378855166e-09,3.0147701322027186e-09,281095.83923945215,665022.8232800115,0.7906077621272433,0.5988451773438097
1223,EVOTIT_SL,1.18e-08,1.82e-09,6,2,6.307362113,0.383527218,1230.352881,2.034918167498436e-09,5.7254023203130095e-11,448879.0075364197,12629.563941866933,0.6951023946246989,0.9886721527649954
1224,EVUDAA_clean,1.65e-08,4.45e-09,6,2,9.923240259,1.096160535,1066.547403,3.880655580113215e-09,3.4683512765635117e-10,856026.9662014445,76507.74874772452,0.6346532787512269,0.9606132666174583
1225,EVURAP_clean,1.47e-08,3.42e-09,6,2,6.198240117,0.127661503,1503.652922,3.0445339419736594e-09,4.376655897893249e-11,671588.3695530131,9654.388010058638,0.6590321931750464,0.9937032869269702
1226,EWECOY_clean,5.74e-08,1.36e-08,6,2,10.13636739,0.187605067,1353.692249,1.7502563578056163e-08,2.302566360643966e-10,3860859.6128065065,50791.90501420513,0.055587361563553594,0.9743284718603937
1227,EWESAC_clean,8.6e-09,2.81e-09,6,2,3.786542094,0.130580761,1287.635732,9.31797941071687e-10,3.1498311673915944e-11,205543.66347169568,6948.156986893223,0.7272020494423758,0.9874035162670236
1228,EWIPIL_clean,7.01e-08,6.21e-09,6,2,12.93754983,0.647193006,1203.438326,2.425388857839935e-08,3.224467432441729e-10,5350122.480529268,71127.95806856755,0.04897723443339463,0.960249489926377
1229,EWUCOP_clean,3.08e-08,3.85e-09,6,2,10.64048235,1.001907777,1140.351682,8.304974931322341e-09,2.932486528024466e-10,1831979.7642622811,64687.20282406909,0.3680639756497035,0.9749938345149484
1230,EWUGEK_clean,3.05e-09,1.35e-09,6,2,1.529833513,0.075808196,1596.456324,1.655345061958391e-10,1.0892202652370836e-11,36514.964602023334,2402.6917615523903,0.7463204225612529,0.9769603270187316
1231,EWUKAK_clean,5.6e-08,3.82e-09,6,2,13.4879546,0.577186259,1112.844294,1.867910279117998e-08,1.6357709475538804e-10,4120390.3215838186,36083.18266662971,0.0530115515380753,0.9811119210659954
1232,EWUKEO_clean,8.91e-08,1.11e-08,6,2,14.36096332,0.524305787,1043.127928,2.9661037385909692e-08,4.0471932683147235e-10,6542875.893950667,89276.32209517772,0.048265672879202186,0.9483327608422325
1233,EWUKIS_clean,7.36e-08,8.88e-09,6,2,13.622158,0.515025027,1058.097377,2.357419391461192e-08,3.2260840505356813e-10,5200189.834105571,71163.6187618165,0.049074417260070516,0.9605391065053772
1234,EWUSUL_clean,1.42e-07,3.58e-08,6,2,0.763624742,0.153921885,979.4918851,2.3602427067373895e-09,3.598263663483518e-10,520641.77354501234,79373.4631650776,0.6932547262107097,0.9419906545162835
1235,EWUTEW_clean,6.94e-08,1.6e-08,6,2,1.409642585,0.338263362,1294.201602,2.813571142394597e-09,4.669663839981931e-10,620640.6931752787,103007.29058783672,0.6807383906328397,0.9356378616964515
1236,EXALAR_clean,3.24e-08,8.13e-09,6,2,1.478653523,0.285481785,819.119557,8.720596934756995e-10,1.2674329258733694e-10,192366.1088549337,27958.07924720668,0.7313260342244019,0.9489985157173318
1237,EXAPEA_clean,7.62e-09,5.51e-10,6,2,0.868507825,0.286216514,1448.334247,2.130026434604571e-10,1.522733238566789e-11,46985.87723392436,3358.9703791914467,0.7452780102734541,0.9749642670717708
1238,EXAXAE_clean,5.65e-08,6.69e-09,6,2,5.834890413,0.534563372,1365.36465,1.0002701122648372e-08,3.2552377336586556e-10,2206478.1888194936,71806.71471305858,0.24967190384824411,0.9717777590938562
1239,EXAXAE01_clean,6.48e-08,6.56e-09,6,2,5.737096489,0.501822068,1347.726859,1.1134136204495853e-08,2.9577687742702404e-10,2456059.4568740856,65244.89943243177,0.18328987493211862,0.9733812231629182
1240,EXEMUR_clean,7.9e-09,2.03e-09,6,2,3.102290081,0.059109275,1417.682714,7.721043971336476e-10,1.1340689382085459e-11,170317.14642653993,2501.6226578129686,0.7309623201618785,0.9945283986792363
1241,EXEQAA_clean,5.92e-08,1.03e-08,6,2,12.95905029,0.223678312,1024.952285,1.7473745906777615e-08,1.574249232660155e-10,3854502.7735538855,34726.08601456224,0.05618092106561949,0.9822999447042627
1242,EXEQII_SL,5.16e-08,1.15e-08,6,2,12.95082345,0.22474845,1025.014082,1.5221743616508543e-08,1.7661725005421588e-10,3357737.56246512,38959.68751195938,0.07052348193186694,0.9813909585502689
1243,EXEWIO_clean,3.54e-08,8.07e-09,6,2,4.472893377,0.415324797,1106.14387,3.892162024237292e-09,2.4716203030417297e-10,858565.1524052849,54521.036096508746,0.6308762932206516,0.9714021346675848
1244,EXEXAH_clean,9.22e-08,2.74e-08,6,2,1.108607601,0.275067416,865.7278837,1.9664262584680045e-09,4.349905849894071e-10,433770.4981914716,95953.80551236922,0.7081670594660953,0.9209148677961858
1245,EXIDOF_clean,6.18e-08,7.11e-09,6,2,13.2297801,0.426936143,1035.91565,1.882144578559736e-08,2.0963590040797615e-10,4151789.5115288296,46243.21332528885,0.052512654586221605,0.9758632270337712
1246,EXOTOB_clean,1.77e-07,3.51e-08,6,2,2.056295685,0.266934689,710.3570263,5.7454360794278126e-09,4.4370830063279155e-10,1267375.6057561352,97876.83102193932,0.5434931209733789,0.9598804643131609
1247,EXOTUH_SL,4.03e-08,9.76e-09,6,2,7.60744611,0.582179141,950.546697,6.475970682897327e-09,3.600714243405939e-10,1428522.9447567633,79427.52007513102,0.4960661377286365,0.9683473733701263
1248,EXOZIB_clean,6.5e-08,8.44e-09,6,2,11.07904433,0.38737309,860.8867915,1.3776826448868842e-08,1.876405425464189e-10,3039005.834309303,41391.296149945345,0.09217920143020934,0.9811825337281839
1249,EXUHEM_clean,2.45e-08,5.59e-09,6,2,3.213146739,0.166788591,1194.78206,2.0901277101703384e-09,7.426352875584529e-11,461057.5831258099,16381.660754965873,0.6938001219774873,0.9857068186803312
1250,EXUHUC_clean,1.92e-08,7.88e-09,6,2,4.972853066,0.018312161,1222.735824,2.5943405189488795e-09,1.1762704661606577e-11,572280.9968269586,2594.714263589686,0.6746954425183375,0.9980679287092205
1251,EYINOR_clean,9.72e-08,8.82e-09,6,2,11.61476324,1.564497798,997.3150219,2.5020528166938062e-08,9.174547275368247e-10,5519234.154471631,202379.7193095937,0.046794927753574536,0.8943748298004189
1252,EYOCOM_clean,1.03e-07,9.27e-09,6,2,10.95123538,1.336767076,974.9904231,2.4439266900249572e-08,8.054610899555111e-10,5391014.757407994,177675.24043136276,0.047257853895725385,0.90651007572716
1253,EYULOA_clean,1.16e-08,2.43e-09,6,2,4.391837398,0.762392044,1265.041135,1.4321759469719077e-09,1.5624208205839026e-10,315921.16477321496,34465.16515993903,0.7164777219724972,0.9597323359440508
1254,EYUWAW_clean_h,6.61e-08,1.5e-08,6,2,8.954037035,0.745491487,1024.986798,1.3481124010082667e-08,7.641189321963885e-10,2973777.355165294,168555.64680802688,0.08988164072173148,0.9293134323200153
1255,EZABEN_clean,3.56e-08,1.06e-08,6,2,2.576069899,0.15680717,1809.314645,3.687306387000792e-09,2.0049087977954994e-10,813376.4088972335,44225.92936313602,0.6381536704172964,0.9757235346065943
1256,EZEQEH_clean,9.36e-09,1.99e-09,6,2,5.685968454,0.536015609,1233.355378,1.458666512550883e-09,8.770563271757797e-11,321764.6718862242,19346.830746524553,0.7138056721788103,0.9771556430585391
1257,EZEQIL_clean,1.24e-08,2.22e-09,6,2,6.44677741,0.309773208,1171.283676,2.080721417220403e-09,5.369918066529779e-11,458982.6655633242,11845.407499698043,0.6935055250657376,0.9895601889413153
1258,EZEQOR_clean,1.15e-08,2.62e-09,6,2,6.892936887,0.253343041,1144.107645,2.015378012723796e-09,5.0627432016066595e-11,444568.67927730794,11167.815885897042,0.6955426670696314,0.989880678019463
1259,EZEQUX_clean,1.21e-08,2.55e-09,6,2,6.857582537,0.28973164,1149.006708,2.118685352481946e-09,5.659361163957299e-11,467357.0630474881,12483.884920494043,0.6923445037610955,0.9891717747355869
1260,EZESAF_clean,2.14e-08,6.88e-09,6,2,3.229122534,0.176139403,1246.180835,1.913669137261803e-09,1.0067804349011718e-10,422132.89792539773,22208.391946349377,0.7002540146149655,0.9793130921733337
1261,EZIMEG_clean,3.22e-08,2.8e-09,6,2,11.25900579,2.022747263,1071.957714,8.636167446570433e-09,4.0474924598177754e-10,1905036.9367434778,89282.92190774504,0.34603199083994735,0.9660613795129352
1262,EZIMIK_clean,3.2e-08,3.49e-09,6,2,11.26156477,1.932165853,1068.56836,8.557334611422348e-09,4.803755350527239e-10,1887647.3407549297,105965.19155574792,0.3531010437844823,0.9602018418128238
1263,EZITUE_clean,2.04e-08,6.69e-09,6,2,2.441865791,0.226979474,1417.847867,1.5695280388155605e-09,1.4353277392640215e-10,346219.42032696184,31661.641307294594,0.7120689807481975,0.9656265271343514
1264,EZIVAM_clean,8.41e-09,3.79e-09,6,2,2.082562604,0.212918515,1368.024177,5.32445695466305e-10,7.359615953273679e-11,117451.2563528614,16234.446955750764,0.7388040120229807,0.9522102391931053
1265,EZOBUR_clean,2.04e-08,6.22e-09,6,2,2.376232016,0.200539291,1265.267221,1.362977710632115e-09,1.0521577484418371e-10,300656.8479335548,23209.362097981702,0.717086648473944,0.9711246731174944
1266,EZOBUR01_clean,1.83e-08,5.23e-09,6,2,2.806809866,0.462030769,2047.307644,2.3368706728593424e-09,3.298104682977319e-10,515486.1778366196,72752.30918332322,0.6931501847147696,0.9459986786716996
1267,EZOBUR02_clean,1.33e-08,3.64e-09,6,2,2.335782326,0.199746511,1365.036051,9.423573376512409e-10,6.61657817612229e-11,207872.9421289502,14595.393035563877,0.727836687082991,0.9743115972629245
1268,EZOFEF_clean,1.63e-08,1.71e-09,6,2,10.88148753,1.797400977,1024.913565,4.039713824068181e-09,2.1000859331015707e-10,891113.3435444518,46325.42499488759,0.6231273886158741,0.9760877618170692
1269,EZOFUV_clean,7.47e-08,1.17e-08,6,2,11.57295829,0.385836543,1020.129979,1.9597830017593665e-08,3.0701067111625764e-10,4323050.739175073,67722.94215799801,0.05098412989444028,0.9645467792480261
1270,EZUCIM_clean,3.47e-08,6.53e-09,6,2,7.886778545,0.64099866,1002.956164,6.0995607223695865e-09,2.7987299521817963e-10,1345491.3358168204,61736.69012165727,0.5169520640819039,0.9745482665241818
1271,EZULAO_clean,2.62e-08,7.45e-09,6,2,5.704648702,0.6346515,1445.751296,4.801879672411109e-09,4.557156202212275e-10,1059238.1630318621,100525.50446056489,0.5951603730512445,0.9552700617609347
1272,FABCUI_clean,3.32e-08,7.58e-09,6,2,1.839822758,0.197114784,1092.747144,1.4832734963063853e-09,1.0884709058678806e-10,327192.6830087615,24010.387629438545,0.7136663888544368,0.9722841724162606
1273,FAFDEX_clean,2.47e-08,6.92e-09,6,2,7.348174168,0.033204648,1412.105282,5.6954882272336064e-09,2.1631209005869012e-11,1256357.6971838837,4771.59022188287,0.5323459286470387,0.9978811418602314
1274,FAFQEJ01_clean,3.17e-08,7.67e-09,6,2,8.066594654,0.18718546,1462.645327,8.311434958279958e-09,1.3999587647698797e-10,1833404.7702088142,30881.44334051205,0.36465792380635875,0.9877659002306501
